day,cpa_usd_low,cpa_usd_mid,cpa_usd_high,cvr_pct_low,cvr_pct_mid,cvr_pct_high,cpm_usd_low,cpm_usd_mid,cpm_usd_high
90,44.31828095484085,47.740442324419405,51.16260369399796,2.8162393011889795,2.9978806721708264,3.1795220431526734,14.02714188158386,14.54506076159722,15.06297964161058
91,44.55076813299454,47.972929502573095,51.39509087215165,2.816318721207614,2.997960092189461,3.179601463171308,14.059537007237756,14.577455887251116,15.095374767264476
92,44.78325531114824,48.20541668072679,51.627578050305345,2.816398141226249,2.998039512208096,3.179680883189943,14.091932132891651,14.609851012905011,15.127769892918371
93,45.015742489301935,48.43790385888049,51.86006522845904,2.816477561244884,2.9981189322267308,3.1797603032085777,14.124327258545547,14.642246138558907,15.160165018572267
94,45.248229667455625,48.67039103703418,52.09255240661273,2.8165569812635183,2.9981983522453652,3.179839723227212,14.156722384199442,14.674641264212802,15.192560144226162
95,45.480716845609315,48.90287821518787,52.32503958476642,2.816636401282153,2.998277772264,3.179919143245847,14.189117509853338,14.707036389866698,15.224955269880057
96,45.71320402376301,49.135365393341566,52.55752676292012,2.816715821300788,2.998357192282635,3.179998563264482,14.221512635507233,14.739431515520593,15.257350395533953
97,45.94569120191671,49.36785257149526,52.790013941073816,2.816795241319423,2.99843661230127,3.180077983283117,14.253907761161129,14.771826641174489,15.289745521187848
98,46.1781783800704,49.60033974964895,53.022501119227506,2.8168746613380575,2.9985160323199045,3.1801574033017515,14.286302886815022,14.804221766828382,15.322140646841742
99,46.41066555822409,49.83282692780264,53.254988297381196,2.8169540813566925,2.9985954523385394,3.1802368233203864,14.318698012468918,14.836616892482278,15.354535772495638
100,46.643152736377786,50.06531410595634,53.48747547553489,2.8170335013753274,2.9986748723571743,3.1803162433390213,14.351093138122813,14.869012018136173,15.386930898149533
101,46.87563991453148,50.29780128411004,53.71996265368859,2.8171129213939623,2.9987542923758093,3.180395663357656,14.383488263776709,14.901407143790069,15.419326023803428
102,47.10812709268517,50.53028846226373,53.95244983184228,2.817192341412597,2.9988337123944437,3.1804750833762907,14.415883389430604,14.933802269443964,15.451721149457324
103,47.34061427083887,50.76277564041742,54.18493700999598,2.8172717614312317,2.9989131324130787,3.1805545033949256,14.4482785150845,14.96619739509786,15.48411627511122
104,47.57310144899257,50.99526281857112,54.417424188149674,2.8173511814498666,2.9989925524317136,3.1806339234135605,14.480673640738393,14.998592520751753,15.516511400765113
105,47.80558862714626,51.22774999672481,54.649911366303364,2.817430601468501,2.999071972450348,3.180713343432195,14.513068766392289,15.030987646405649,15.548906526419009
106,48.03807580529995,51.4602371748785,54.882398544457054,2.817510021487136,2.999151392468983,3.18079276345083,14.545463892046184,15.063382772059544,15.581301652072904
107,48.270562983453644,51.6927243530322,55.11488572261075,2.817589441505771,2.999230812487618,3.180872183469465,14.57785901770008,15.09577789771344,15.6136967777268
108,48.50305016160734,51.925211531185894,55.34737290076445,2.817668861524406,2.999310232506253,3.1809516034881,14.610254143353975,15.128173023367335,15.646091903380695
109,48.73553733976103,52.157698709339584,55.57986007891814,2.8177482815430404,2.9993896525248873,3.1810310235067343,14.64264926900787,15.16056814902123,15.67848702903459
110,48.96802451791472,52.390185887493274,55.81234725707183,2.8178277015616753,2.9994690725435222,3.181110443525369,14.675044394661766,15.192963274675126,15.710882154688486
111,49.20051169606842,52.62267306564697,56.044834435225525,2.81790712158031,2.999548492562157,3.181189863544004,14.707439520315662,15.225358400329021,15.743277280342381
112,49.432998874222115,52.85516024380067,56.27732161337922,2.817986541598945,2.999627912580792,3.181269283562639,14.739834645969557,15.257753525982917,15.775672405996277
113,49.665486052375805,53.08764742195436,56.50980879153291,2.8180659616175796,2.9997073325994266,3.1813487035812735,14.772229771623453,15.290148651636812,15.808067531650172
114,49.8979732305295,53.320134600108055,56.74229596968661,2.8181453816362145,2.9997867526180615,3.1814281235999085,14.804624897277348,15.322543777290708,15.840462657304068
115,50.1304604086832,53.55262177826175,56.974783147840306,2.8182248016548495,2.9998661726366964,3.1815075436185434,14.837020022931243,15.354938902944603,15.872857782957963
116,50.36294758683689,53.78510895641544,57.207270325993996,2.818304221673484,2.999945592655331,3.181586963637178,14.869415148585137,15.387334028598497,15.905252908611857
117,50.59543476499058,54.01759613456913,57.439757504147686,2.818383641692119,3.000025012673966,3.181666383655813,14.901810274239033,15.419729154252392,15.937648034265752
118,50.827921943144275,54.25008331272283,57.67224468230138,2.818463061710754,3.0001044326926007,3.1817458036744477,14.934205399892928,15.452124279906288,15.970043159919648
119,51.06040912129797,54.482570490876526,57.90473186045508,2.8185424817293887,3.0001838527112357,3.1818252236930826,14.966600525546824,15.484519405560183,16.002438285573543
